case,stratum,attempt,run,parsed,ref_verdict,ref_outcome,ref_next_agent,ref_adjust,llm_verdict,llm_outcome,llm_next_agent,llm_adjust,verdict_ok,outcome_ok,hop_ok,adjust_ok,reason
wrong_19,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all definitively failed, so this is a REJECT. Nothing is unmeasured, since the Gate 1b clone control failed as required. It is attempt 1 with retries remaining, so it goes back to concept-designer with a different ip_adapter_scale. Failing Gate 2 and Gate 3 together with the integrity floor points to a systematic fidelity problem rather than a one-off seed artifact."
wrong_20,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Gate 1 and 1b pass, but the global integrity floor, Gate 2 (attribute fidelity) and Gate 3 (briefed changes) all fail. That points to a systematic drift from the style, not a one-off seed artifact, so at retry count 0 of 2 the critic sends back an adjusted ip_adapter_scale via the orchestrator to concept-designer."
wrong_20,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all failed while Gate 1 and 1b passed, so the concept is too far from the reference style and misses the attributes and briefed changes. Three gates failing together looks systematic rather than a one-off seed artifact, so the critic sends back an adjusted ip_adapter_scale (raise it to pull the concept closer to the reference). This is attempt 0 of a 2-retry budget, so the orchestrator relays it to concept-designer."
wrong_20,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all definitively failed, so the concept is rejected. It is attempt 0 of a 2-retry budget, so the critic sends back a different ip_adapter_scale (the Gate 2/3 fix) rather than a seed change, since nothing shows this is a one-seed artifact. The orchestrator relays that to concept-designer, and the human visual check is not reached."
wrong_21,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Gates 1 and 1b pass, but the global integrity floor, Gate 2 (attribute fidelity) and Gate 3 (briefed changes visible) all fail. This is attempt 0 of a 2-retry budget, so the critic sends back an adjusted ip_adapter_scale rather than escalating. Three gates failing together points to a systematic drift from the style, not a one-off seed artifact, so the seed is not the parameter to change."
wrong_21,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all definitively failed (Gates 1 and 1b passed, and the clone control was valid), so this is a REJECT. The image drifts from the style's references and attributes rather than showing a one-off seed artifact, and retry count 0 is under the cap of 2, so the critic sends back an adjusted ip_adapter_scale via the orchestrator to concept-designer."
wrong_21,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all failed, so the concept is a REJECT with 2 retries still available (this is attempt 1 of 3). Because Gate 2 and Gate 3 failed alongside integrity, this is a systematic drift from the reference style rather than a one-off sampling artifact, so the critic sends back a different ip_adapter_scale (not a new seed) via the orchestrator to concept-designer."
wrong_22,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all definitely failed, so the verdict is REJECT. Gates 1 and 1b passed, and the clone control failed as required, so nothing is unmeasured. The concept is too far from the references and lacks the briefed and style attributes. That is a systematic miss, not a one-seed sampling artifact, so the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator (retry 1 of 2)."
wrong_22,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 definitely failed, so the concept is a REJECT. Gates 1 and 1b passed, so the image is not a clone. Three gates failing together points to a systematic drift from the style rather than a one-off sampling artifact, so the critic sends back an adjusted ip_adapter_scale. This is retry 0 of 2, so the orchestrator relays it to concept-designer."
wrong_22,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The global integrity floor, Gate 2 and Gate 3 all definitively failed (Gates 1 and 1b passed, with the clone control valid), so no gate is unmeasured and the verdict is REJECT. Failing three gates together points to a systematic miss (the concept drifts from the reference and lacks the style and briefed attributes), not a one-off sampling artifact. With retry count 0 of 2, the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator."
wrong_23,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all failed (Gates 1 and 1b passed, and the clone control validated 1b), so this is a REJECT. It is attempt 1 with retries remaining. The failures look systematic rather than a one-off seed artifact, so the critic sends back an adjusted ip_adapter_scale via the orchestrator to concept-designer."
wrong_23,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 (attribute fidelity) and Gate 3 (briefed changes visible) all failed, so the concept is a REJECT. This is attempt 1 with 0 of 2 retries used, so the critic sends back an adjusted ip_adapter_scale (the concept drifted from the style and the briefed attributes) via the orchestrator to concept-designer. A seed change is not the right fix, because the failure spans several gates and is not a single-seed artifact."
wrong_23,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The global integrity floor, Gate 2 and Gate 3 all definitely failed (Gates 1 and 1b passed, and the clone control is valid), so this is a REJECT. It is attempt 1 with retries remaining, and the miss on attribute fidelity and briefed changes points to a scale problem rather than a one-off seed artifact. The critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator."
wrong_24,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all definitively failed (Gate 1 and 1b passed, with the clone control valid), so this is a REJECT. Retry count is 0 of 2, so the critic sends back a retry. The failures are systematic attribute and reference drift, with no evidence of a one-seed artifact, so the adjustment is ip_adapter_scale, not seed."
wrong_24,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all definitely failed, so this is a REJECT. Gates 1 and 1b pass, so the image is not too close to the references, and no gate is unmeasured. Retry count is 0, under the cap of 2, so the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator. The failures are correlated: the image drifted from the references and lacks the briefed attributes. That points to a systematic guidance problem rather than a one-off seed artifact."
wrong_24,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all definitively failed (Gates 1 and 1b passed, with the clone control valid), so this is a REJECT, not INCONCLUSIVE. Attempt 1 of 3 leaves retries remaining. Failing attribute fidelity, briefed changes and integrity together points to a systematic reference-adherence problem rather than a one-off sampling artifact, so the critic adjusts ip_adapter_scale (Gates 1 and 1b have headroom) and relays it via the orchestrator to concept-designer. The human visual check is not reached."
wrong_25,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all failed, so the verdict is REJECT. Gates 1 and 1b passed and the clone control validated, so the concept is not too close to a reference. It is too far from the reference: the closest-reference floor was missed and the attributes and briefed changes were not visible. Because three gates failed together, this is not a one-off seed artifact. With retry count 0 and 2 retries remaining, the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator."
wrong_25,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all definitely failed (none unmeasured, and the clone control validated Gate 1b), so this is a REJECT. It is attempt 1 with retries remaining. The concept is novel enough (Gate 1/1b pass) but drifts from the reference style and misses the briefed attributes, which points to ip_adapter_scale rather than a one-off seed artifact. The orchestrator relays the adjusted parameter to concept-designer."
wrong_25,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all definitively failed (Gates 1 and 1b passed with a valid clone control), so this is a REJECT with retries remaining (count 0 of 2). Failures on several gates at once point to a systematic problem rather than a one-off sampling artifact, so the critic sends back a different ip_adapter_scale and the orchestrator relays it to concept-designer."
wrong_26,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all definitively failed, while Gates 1 and 1b passed and the clone control was valid, so no gate is unmeasured. This is attempt 1 with retries remaining, and the Gate 2/3 misses look systematic rather than a one-off sampling artifact, so the critic sends back an adjusted ip_adapter_scale (raised, since Gate 1 has headroom) and the orchestrator relays it to concept-designer."
wrong_26,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all definitely failed, so this is a REJECT. It is attempt 1 with 2 retries left, so it goes back for a retry. Gates 1 and 1b passed, so the image is novel enough but drifts too far from the style's reference and attributes. That is a systematic miss rather than a one-off seed artifact, so the critic sends back an adjusted ip_adapter_scale (raised, to pull it closer to the reference). Even a pass on a later attempt would still need the human visual check."
